PM2.5,CO,SO2,NO2,PM10,No,year,month,day,hour,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd,station
11.0,200.0,3.0,16.0,27.0,19300.0,2020.0,5.0,14.0,13.0,117.0,23.8,1000.0,2.6,0.0,1.7,ENE,Aotizhongxin
10.0,200.0,4.0,18.0,26.0,19300.0,2020.0,5.0,14.0,14.0,120.0,25.0,1000.0,2.4,0.0,2.1,NNW,Aotizhongxin
13.0,300.0,4.0,18.0,40.0,19300.0,2020.0,5.0,14.0,15.0,130.0,25.0,1000.0,1.1,0.0,2.4,WNW,Aotizhongxin
18.0,300.0,4.0,29.0,30.0,19300.0,2020.0,5.0,14.0,16.0,127.0,25.4,1000.0,1.5,0.0,1.9,W,Aotizhongxin
14.0,400.0,4.0,37.0,48.0,19300.0,2020.0,5.0,14.0,17.0,125.0,25.1,1000.0,1.9,0.0,1.1,E,Aotizhongxin
18.0,400.0,5.0,49.0,48.0,19300.0,2020.0,5.0,14.0,18.0,112.0,25.4,1000.0,2.7,0.0,1.1,ESE,Aotizhongxin
20.0,600.0,5.0,80.0,64.0,19300.0,2020.0,5.0,14.0,19.0,81.0,24.1,1000.0,4.4,0.0,1.1,WSW,Aotizhongxin
27.0,800.0,4.0,113.0,97.0,19300.0,2020.0,5.0,14.0,20.0,37.0,20.6,1000.0,6.5,0.0,0.4,WNW,Aotizhongxin
38.0,700.0,5.0,92.0,154.0,19300.0,2020.0,5.0,14.0,21.0,54.0,20.6,1010.0,7.9,0.0,0.7,NW,Aotizhongxin
31.0,800.0,5.0,96.0,87.0,19300.0,2020.0,5.0,14.0,22.0,40.0,21.7,1010.0,5.6,0.0,1.2,ENE,Aotizhongxin
33.0,600.0,6.0,86.0,76.0,19300.0,2020.0,5.0,14.0,23.0,36.0,21.1,1010.0,3.8,0.0,1.6,ENE,Aotizhongxin
19.0,300.0,4.0,43.0,46.0,19300.0,2020.0,5.0,15.0,0.0,64.0,20.9,1010.0,2.7,0.0,1.7,NE,Aotizhongxin
15.0,500.0,3.0,48.0,44.0,19300.0,2020.0,5.0,15.0,1.0,51.0,19.4,1010.0,4.7,0.0,0.7,ENE,Aotizhongxin
20.0,400.0,3.0,65.0,48.0,19300.0,2020.0,5.0,15.0,2.0,32.0,19.5,1010.0,2.8,0.0,2.3,NE,Aotizhongxin
15.0,200.0,2.0,47.0,44.0,19300.0,2020.0,5.0,15.0,3.0,46.0,18.9,1010.0,3.9,0.0,1.5,NNE,Aotizhongxin
9.0,200.0,2.0,28.0,32.0,19300.0,2020.0,5.0,15.0,5.0,64.0,19.5,1010.0,2.4,0.0,2.6,N,Aotizhongxin
12.0,200.0,2.0,20.0,21.0,19300.0,2020.0,5.0,15.0,6.0,74.0,19.1,1010.0,2.4,0.0,2.0,N,Aotizhongxin
17.0,300.0,2.0,27.0,44.0,19300.0,2020.0,5.0,15.0,7.0,63.0,18.0,1010.0,5.6,0.0,1.5,NE,Aotizhongxin
19.0,300.0,2.0,32.0,37.0,19300.0,2020.0,5.0,15.0,8.0,65.0,18.3,1010.0,5.5,0.0,0.7,ESE,Aotizhongxin
22.0,300.0,2.0,28.0,38.0,19300.0,2020.0,5.0,15.0,9.0,76.0,19.1,1010.0,3.7,0.0,1.4,E,Aotizhongxin
19.0,300.0,2.0,22.0,41.0,19300.0,2020.0,5.0,15.0,10.0,86.0,21.3,1010.0,2.0,0.0,1.3,SSE,Aotizhongxin
24.0,300.0,2.0,23.0,39.0,19300.0,2020.0,5.0,15.0,11.0,93.0,22.1,1010.0,0.6,0.0,2.1,S,Aotizhongxin
21.0,400.0,2.0,25.0,30.0,19300.0,2020.0,5.0,15.0,12.0,100.0,23.0,1010.0,1.3,0.0,1.9,SSE,Aotizhongxin
22.0,400.0,2.0,25.0,38.0,19300.0,2020.0,5.0,15.0,13.0,113.0,23.8,1010.0,1.4,0.0,2.5,NNW,Aotizhongxin
30.0,400.0,2.0,29.0,41.0,19300.0,2020.0,5.0,15.0,14.0,121.0,24.3,1010.0,0.6,0.0,2.5,SW,Aotizhongxin
29.0,300.0,2.0,21.0,47.0,19300.0,2020.0,5.0,15.0,15.0,138.0,24.6,1010.0,0.8,0.0,3.6,SSW,Aotizhongxin
30.0,300.0,2.0,25.0,67.0,19300.0,2020.0,5.0,15.0,16.0,140.0,24.4,1010.0,1.3,0.0,4.7,SW,Aotizhongxin
27.0,300.0,3.0,24.0,80.0,19300.0,2020.0,5.0,15.0,17.0,136.0,24.1,1010.0,3.4,0.0,4.6,SW,Aotizhongxin
20.0,300.0,2.0,33.0,64.0,19300.0,2020.0,5.0,15.0,18.0,114.0,23.7,1010.0,3.6,0.0,4.0,SW,Aotizhongxin
18.0,400.0,2.0,34.0,80.0,19300.0,2020.0,5.0,15.0,19.0,105.0,22.9,1010.0,5.3,0.0,4.3,SW,Aotizhongxin
24.0,400.0,2.0,36.0,62.0,19300.0,2020.0,5.0,15.0,20.0,106.0,22.1,1010.0,5.5,0.0,4.0,WSW,Aotizhongxin
35.0,600.0,5.0,39.0,95.0,19300.0,2020.0,5.0,15.0,21.0,120.0,21.4,1010.0,7.2,0.0,4.4,WSW,Aotizhongxin
50.0,900.0,13.0,40.0,117.0,19300.0,2020.0,5.0,15.0,22.0,129.0,21.0,1010.0,6.9,0.0,4.3,W,Aotizhongxin
56.0,1000.0,12.0,51.0,116.0,19300.0,2020.0,5.0,15.0,23.0,109.0,20.0,1010.0,7.7,0.0,2.8,WSW,Aotizhongxin
60.0,1000.0,11.0,83.0,128.0,19300.0,2020.0,5.0,16.0,0.0,65.0,18.8,1010.0,7.9,0.0,1.7,WNW,Aotizhongxin
66.0,1000.0,8.0,106.0,147.0,19300.0,2020.0,5.0,16.0,1.0,33.0,15.6,1010.0,8.8,0.0,0.5,WNW,Aotizhongxin
57.0,900.0,6.0,85.0,108.0,19300.0,2020.0,5.0,16.0,2.0,37.0,13.7,1010.0,9.1,0.0,0.9,NW,Aotizhongxin
44.0,700.0,4.0,113.0,92.0,19300.0,2020.0,5.0,16.0,3.0,2.0,12.8,1010.0,8.7,0.0,1.5,NE,Aotizhongxin
40.0,600.0,3.0,103.0,84.0,19300.0,2020.0,5.0,16.0,4.0,2.0,11.3,1010.0,8.0,0.0,1.0,ENE,Aotizhongxin
43.0,700.0,3.0,98.0,96.0,19400.0,2020.0,5.0,16.0,5.0,2.0,10.2,1010.0,7.8,0.0,0.1,NE,Aotizhongxin
53.0,700.0,4.0,90.0,93.0,19400.0,2020.0,5.0,16.0,6.0,5.0,12.9,1010.0,7.3,0.0,1.0,ENE,Aotizhongxin
46.0,700.0,5.0,77.0,112.0,19400.0,2020.0,5.0,16.0,7.0,19.0,16.5,1010.0,6.6,0.0,1.4,ENE,Aotizhongxin
54.0,500.0,4.0,58.0,71.0,19400.0,2020.0,5.0,16.0,8.0,47.0,18.8,1010.0,6.9,0.0,0.9,E,Aotizhongxin
39.0,500.0,6.0,60.0,78.0,19400.0,2020.0,5.0,16.0,9.0,50.0,21.7,1010.0,4.3,0.0,1.4,E,Aotizhongxin
31.0,600.0,7.0,52.0,67.0,19400.0,2020.0,5.0,16.0,10.0,64.0,24.3,1010.0,1.2,0.0,1.2,SE,Aotizhongxin
22.0,500.0,7.0,46.0,47.0,19400.0,2020.0,5.0,16.0,11.0,85.0,25.7,1010.0,0.3,0.0,1.3,W,Aotizhongxin
27.0,500.0,3.0,50.0,42.0,19400.0,2020.0,5.0,16.0,12.0,110.0,27.4,1010.0,1.0,0.0,2.8,SW,Aotizhongxin
32.0,400.0,4.0,35.0,63.0,19400.0,2020.0,5.0,16.0,13.0,143.0,28.2,1000.0,0.8,0.0,3.4,SW,Aotizhongxin
22.0,300.0,3.0,19.0,39.0,19400.0,2020.0,5.0,16.0,14.0,154.0,28.6,1000.0,-2.5,0.0,3.2,WSW,Aotizhongxin
24.0,400.0,4.0,17.0,73.0,19400.0,2020.0,5.0,16.0,15.0,170.0,28.4,1000.0,5.3,0.0,3.7,SSW,Aotizhongxin
56.0,700.0,10.0,26.0,137.0,19400.0,2020.0,5.0,16.0,16.0,214.0,28.3,1000.0,5.8,0.0,3.7,SW,Aotizhongxin
51.0,700.0,10.0,29.0,166.0,19400.0,2020.0,5.0,16.0,17.0,207.0,27.9,1000.0,4.2,0.0,5.5,SW,Aotizhongxin
51.0,800.0,17.0,34.0,136.0,19400.0,2020.0,5.0,16.0,18.0,194.0,27.4,1000.0,3.1,0.0,4.8,SW,Aotizhongxin
57.0,800.0,20.0,39.0,152.0,19400.0,2020.0,5.0,16.0,19.0,182.0,26.3,1000.0,6.8,0.0,4.0,SW,Aotizhongxin
71.0,1300.0,26.0,41.0,182.0,19400.0,2020.0,5.0,16.0,20.0,201.0,25.1,1000.0,10.5,0.0,4.2,SW,Aotizhongxin
72.0,1100.0,22.0,39.0,174.0,19400.0,2020.0,5.0,16.0,21.0,183.0,24.7,1000.0,10.9,0.0,4.9,SW,Aotizhongxin
70.0,1000.0,24.0,37.0,146.0,19400.0,2020.0,5.0,16.0,22.0,169.0,24.2,1000.0,10.8,0.0,4.6,SW,Aotizhongxin
67.0,1000.0,20.0,38.0,143.0,19400.0,2020.0,5.0,16.0,23.0,149.0,23.7,1000.0,10.7,0.0,4.1,SW,Aotizhongxin
72.0,1000.0,19.0,40.0,137.0,19400.0,2020.0,5.0,17.0,0.0,135.0,22.8,1000.0,11.2,0.0,3.2,SSW,Aotizhongxin
76.0,1000.0,19.0,46.0,170.0,19400.0,2020.0,5.0,17.0,1.0,125.0,22.6,999.0,11.9,0.0,3.6,SW,Aotizhongxin
81.0,900.0,23.0,40.0,165.0,19400.0,2020.0,5.0,17.0,2.0,128.0,21.8,998.0,12.4,0.0,1.8,SSW,Aotizhongxin
91.0,900.0,30.0,38.0,166.0,19400.0,2020.0,5.0,17.0,3.0,129.0,20.9,998.0,12.6,0.0,2.0,S,Aotizhongxin
116.0,1000.0,20.0,34.0,178.0,19400.0,2020.0,5.0,17.0,5.0,103.0,19.3,997.0,14.1,0.0,1.5,SSW,Aotizhongxin
124.0,1000.0,11.0,34.0,177.0,19400.0,2020.0,5.0,17.0,6.0,91.0,19.1,997.0,14.6,0.0,1.1,SSW,Aotizhongxin
126.0,1000.0,10.0,45.0,197.0,19400.0,2020.0,5.0,17.0,7.0,76.0,19.9,997.0,14.9,0.0,1.4,S,Aotizhongxin
126.0,1000.0,13.0,46.0,192.0,19400.0,2020.0,5.0,17.0,8.0,71.0,20.4,997.0,15.0,0.0,2.2,S,Aotizhongxin
127.0,900.0,11.0,38.0,184.0,19400.0,2020.0,5.0,17.0,9.0,81.0,21.8,996.0,15.2,0.0,2.3,S,Aotizhongxin
124.0,1200.0,14.0,32.0,202.0,19400.0,2020.0,5.0,17.0,10.0,105.0,23.2,995.0,15.3,0.0,1.8,SE,Aotizhongxin
124.0,1100.0,16.0,37.0,203.0,19400.0,2020.0,5.0,17.0,11.0,129.0,24.6,995.0,15.8,0.0,2.5,S,Aotizhongxin
142.0,1100.0,25.0,35.0,196.0,19400.0,2020.0,5.0,17.0,12.0,173.0,26.0,994.0,15.4,0.0,2.8,WSW,Aotizhongxin
139.0,1200.0,24.0,28.0,201.0,19400.0,2020.0,5.0,17.0,13.0,212.0,26.0,993.0,15.1,0.0,1.6,SW,Aotizhongxin
140.0,1300.0,28.0,39.0,184.0,19400.0,2020.0,5.0,17.0,14.0,204.0,25.7,992.0,15.1,0.0,1.2,NNW,Aotizhongxin
146.0,1300.0,10.0,53.0,243.0,19400.0,2020.0,5.0,17.0,15.0,157.0,26.4,991.0,15.7,0.1,1.1,S,Aotizhongxin
150.0,1200.0,2.0,49.0,186.0,19400.0,2020.0,5.0,17.0,16.0,110.0,25.0,991.0,18.0,0.0,1.3,NNW,Aotizhongxin
146.0,1200.0,2.0,58.0,198.0,19400.0,2020.0,5.0,17.0,17.0,145.0,24.8,990.0,17.3,0.0,1.7,NE,Aotizhongxin
146.0,1400.0,11.0,58.0,208.0,19400.0,2020.0,5.0,17.0,18.0,154.0,24.7,992.0,17.4,0.0,2.0,NNW,Aotizhongxin
146.0,1400.0,2.0,69.0,205.0,19400.0,2020.0,5.0,17.0,19.0,114.0,23.2,991.0,18.1,0.8,1.3,NNW,Aotizhongxin
155.0,1400.0,3.0,75.0,192.0,19400.0,2020.0,5.0,17.0,20.0,120.0,22.6,992.0,19.6,0.1,0.6,N,Aotizhongxin
165.0,1500.0,3.0,81.0,229.0,19400.0,2020.0,5.0,17.0,21.0,88.0,22.8,994.0,18.6,0.0,1.3,WNW,Aotizhongxin
187.0,1500.0,5.0,86.0,229.0,19400.0,2020.0,5.0,17.0,22.0,75.0,21.9,994.0,17.7,0.9,1.3,NNW,Aotizhongxin
192.0,1400.0,5.0,76.0,221.0,19400.0,2020.0,5.0,17.0,23.0,79.0,21.2,994.0,19.1,0.0,0.7,NE,Aotizhongxin
171.0,1300.0,6.0,87.0,174.0,19400.0,2020.0,5.0,18.0,0.0,62.0,21.0,994.0,19.1,0.0,0.6,NW,Aotizhongxin
160.0,1300.0,2.0,90.0,188.0,19400.0,2020.0,5.0,18.0,1.0,38.0,20.7,994.0,19.0,0.0,1.4,E,Aotizhongxin
170.0,1500.0,2.0,93.0,186.0,19400.0,2020.0,5.0,18.0,2.0,26.0,20.2,994.0,18.7,0.0,0.6,WNW,Aotizhongxin
176.0,1400.0,2.0,99.0,196.0,19400.0,2020.0,5.0,18.0,3.0,7.0,19.4,995.0,18.4,0.0,0.8,S,Aotizhongxin
163.0,1300.0,2.0,109.0,163.0,19400.0,2020.0,5.0,18.0,4.0,2.0,19.8,995.0,17.8,0.0,1.3,WNW,Aotizhongxin
146.0,1200.0,2.0,112.0,146.0,19400.0,2020.0,5.0,18.0,5.0,2.0,20.1,996.0,16.1,0.0,2.9,WNW,Aotizhongxin
106.0,900.0,4.0,85.0,106.0,19400.0,2020.0,5.0,18.0,6.0,18.0,20.6,997.0,12.8,0.0,2.1,WNW,Aotizhongxin
61.0,400.0,5.0,41.0,93.0,19400.0,2020.0,5.0,18.0,7.0,56.0,22.2,998.0,2.3,0.0,3.5,N,Aotizhongxin
33.0,200.0,2.0,14.0,99.0,19400.0,2020.0,5.0,18.0,8.0,90.0,22.5,999.0,1.5,0.0,3.2,NNW,Aotizhongxin
25.0,300.0,2.0,11.0,101.0,19400.0,2020.0,5.0,18.0,9.0,100.0,22.2,999.0,-1.2,0.0,5.7,NNE,Aotizhongxin
46.0,300.0,2.0,13.0,87.0,19400.0,2020.0,5.0,18.0,10.0,100.0,23.4,999.0,0.5,0.0,3.5,N,Aotizhongxin
28.0,200.0,2.0,12.0,88.0,19400.0,2020.0,5.0,18.0,11.0,106.0,24.2,999.0,-0.9,0.0,2.7,N,Aotizhongxin
27.0,200.0,2.0,11.0,64.0,19400.0,2020.0,5.0,18.0,12.0,115.0,25.4,999.0,-1.4,0.0,4.2,NNW,Aotizhongxin
13.0,200.0,2.0,8.0,71.0,19400.0,2020.0,5.0,18.0,13.0,122.0,25.9,998.0,-3.7,0.0,7.5,NW,Aotizhongxin
8.0,200.0,2.0,9.0,44.0,19400.0,2020.0,5.0,18.0,14.0,122.0,26.6,998.0,-4.1,0.0,7.7,WNW,Aotizhongxin
15.0,200.0,2.0,10.0,54.0,19400.0,2020.0,5.0,18.0,15.0,122.0,26.9,998.0,-3.9,0.0,6.2,NW,Aotizhongxin
15.0,200.0,2.0,11.0,55.0,19400.0,2020.0,5.0,18.0,16.0,119.0,27.0,997.0,-4.9,0.0,8.5,WNW,Aotizhongxin
12.0,200.0,2.0,11.0,102.0,19400.0,2020.0,5.0,18.0,17.0,118.0,26.7,997.0,-5.1,0.0,6.9,NW,Aotizhongxin
15.0,200.0,2.0,14.0,50.0,19400.0,2020.0,5.0,18.0,18.0,112.0,26.7,997.0,-5.1,0.0,4.3,NW,Aotizhongxin
9.0,200.0,2.0,21.0,54.0,19400.0,2020.0,5.0,18.0,19.0,99.0,25.7,997.0,-5.9,0.0,2.4,NW,Aotizhongxin
10.0,200.0,2.0,25.0,32.0,19400.0,2020.0,5.0,18.0,20.0,89.0,24.6,998.0,-5.7,0.0,1.3,NNW,Aotizhongxin
15.0,300.0,2.0,44.0,52.0,19400.0,2020.0,5.0,18.0,21.0,61.0,23.0,999.0,-5.1,0.0,2.0,NNE,Aotizhongxin
16.0,300.0,2.0,48.0,83.0,19400.0,2020.0,5.0,18.0,22.0,53.0,22.8,1000.0,-6.1,0.0,1.7,N,Aotizhongxin
30.0,200.0,2.0,33.0,137.0,19400.0,2020.0,5.0,18.0,23.0,64.0,22.2,1000.0,-7.6,0.0,2.3,N,Aotizhongxin
28.0,200.0,2.0,42.0,137.0,19400.0,2020.0,5.0,19.0,0.0,56.0,21.5,1000.0,-10.3,0.0,2.3,NNW,Aotizhongxin
28.0,200.0,2.0,46.0,137.0,19400.0,2020.0,5.0,19.0,1.0,49.0,21.4,1000.0,-10.3,0.0,3.1,NW,Aotizhongxin
23.0,200.0,2.0,37.0,46.0,19400.0,2020.0,5.0,19.0,2.0,65.0,21.4,1000.0,-11.5,0.0,4.4,NW,Aotizhongxin
10.0,100.0,2.0,20.0,22.0,19400.0,2020.0,5.0,19.0,3.0,81.0,20.9,1000.0,-11.9,0.0,3.8,NW,Aotizhongxin
4.0,100.0,3.0,12.0,23.0,19400.0,2020.0,5.0,19.0,5.0,85.0,20.0,1000.0,-11.4,0.0,1.9,NW,Aotizhongxin
6.0,100.0,6.0,12.0,23.0,19400.0,2020.0,5.0,19.0,6.0,85.0,20.4,1000.0,-11.1,0.0,4.2,NW,Aotizhongxin
10.0,100.0,2.0,15.0,47.0,19400.0,2020.0,5.0,19.0,7.0,80.0,20.9,1000.0,-8.6,0.0,3.8,WNW,Aotizhongxin
8.0,100.0,2.0,11.0,62.0,19400.0,2020.0,5.0,19.0,8.0,88.0,21.3,1000.0,-8.3,0.0,5.7,NW,Aotizhongxin
9.0,200.0,4.0,10.0,65.0,19400.0,2020.0,5.0,19.0,9.0,91.0,22.1,1000.0,-7.6,0.0,6.2,WNW,Aotizhongxin
6.0,100.0,3.0,10.0,56.0,19400.0,2020.0,5.0,19.0,10.0,93.0,23.1,1000.0,-6.9,0.0,6.5,WNW,Aotizhongxin
10.0,100.0,2.0,8.0,90.0,19400.0,2020.0,5.0,19.0,11.0,96.0,23.9,1000.0,-6.2,0.0,6.7,NW,Aotizhongxin
53.0,100.0,2.0,8.0,57.0,19400.0,2020.0,5.0,19.0,12.0,99.0,24.7,1000.0,-3.7,0.0,3.6,NNW,Aotizhongxin
37.0,100.0,2.0,8.0,63.0,19400.0,2020.0,5.0,19.0,13.0,101.0,25.5,1000.0,-3.1,0.0,4.2,NNW,Aotizhongxin
10.0,200.0,2.0,8.0,110.0,19400.0,2020.0,5.0,19.0,14.0,103.0,25.6,1000.0,-0.5,0.0,6.0,NNE,Aotizhongxin
15.0,200.0,2.0,8.0,128.0,19400.0,2020.0,5.0,19.0,15.0,104.0,25.1,1000.0,0.5,0.0,4.9,N,Aotizhongxin
8.0,200.0,2.0,8.0,49.0,19400.0,2020.0,5.0,19.0,17.0,101.0,24.6,1000.0,0.8,0.0,4.8,N,Aotizhongxin
5.0,200.0,2.0,10.0,29.0,19400.0,2020.0,5.0,19.0,18.0,100.0,24.2,1000.0,0.5,0.0,4.1,N,Aotizhongxin
7.0,200.0,2.0,13.0,35.0,19400.0,2020.0,5.0,19.0,19.0,95.0,23.6,1010.0,0.0,0.0,3.7,NNW,Aotizhongxin
11.0,200.0,2.0,19.0,31.0,19400.0,2020.0,5.0,19.0,20.0,85.0,22.8,1010.0,0.0,0.0,2.5,NNE,Aotizhongxin
10.0,200.0,2.0,24.0,46.0,19400.0,2020.0,5.0,19.0,21.0,77.0,20.6,1010.0,1.4,0.0,1.5,NE,Aotizhongxin
12.0,200.0,2.0,25.0,33.0,19400.0,2020.0,5.0,19.0,22.0,76.0,21.4,1010.0,0.5,0.0,2.0,NW,Aotizhongxin
11.0,200.0,2.0,33.0,33.0,19400.0,2020.0,5.0,19.0,23.0,67.0,21.3,1010.0,0.5,0.0,2.4,NW,Aotizhongxin
50.0,200.0,2.0,44.0,50.0,19400.0,2020.0,5.0,20.0,0.0,55.0,21.2,1010.0,0.4,0.0,2.7,NW,Aotizhongxin
18.0,200.0,2.0,54.0,38.0,19400.0,2020.0,5.0,20.0,1.0,44.0,20.9,1010.0,0.7,0.0,3.0,NNW,Aotizhongxin
9.0,200.0,2.0,31.0,25.0,19400.0,2020.0,5.0,20.0,2.0,64.0,20.5,1010.0,1.3,0.0,2.6,NNW,Aotizhongxin
43.0,100.0,2.0,20.0,43.0,19400.0,2020.0,5.0,20.0,3.0,74.0,19.9,1010.0,1.3,0.0,2.3,NNW,Aotizhongxin
9.0,200.0,2.0,15.0,24.0,19400.0,2020.0,5.0,20.0,4.0,76.0,19.4,1010.0,1.4,0.0,2.3,NNW,Aotizhongxin
15.0,200.0,2.0,18.0,26.0,19400.0,2020.0,5.0,20.0,5.0,74.0,18.9,1010.0,0.9,0.0,1.9,NW,Aotizhongxin
10.0,200.0,2.0,32.0,25.0,19400.0,2020.0,5.0,20.0,6.0,59.0,19.4,1010.0,1.4,0.0,2.6,NNW,Aotizhongxin
10.0,200.0,4.0,37.0,37.0,19400.0,2020.0,5.0,20.0,7.0,55.0,20.4,1010.0,1.8,0.0,2.6,NW,Aotizhongxin
14.0,300.0,9.0,30.0,34.0,19400.0,2020.0,5.0,20.0,8.0,64.0,21.8,1010.0,2.0,0.0,3.2,NNW,Aotizhongxin
11.0,300.0,8.0,23.0,41.0,19400.0,2020.0,5.0,20.0,9.0,76.0,23.0,1010.0,2.4,0.0,3.3,NNW,Aotizhongxin
13.0,200.0,7.0,16.0,40.0,19500.0,2020.0,5.0,20.0,10.0,92.0,24.5,1010.0,1.4,0.0,3.5,NNW,Aotizhongxin
18.0,200.0,5.0,11.0,39.0,19500.0,2020.0,5.0,20.0,11.0,104.0,25.7,1010.0,2.4,0.0,3.5,NNW,Aotizhongxin
17.0,200.0,4.0,9.0,27.0,19500.0,2020.0,5.0,20.0,12.0,114.0,26.4,1010.0,0.9,0.0,2.8,NE,Aotizhongxin
20.0,200.0,4.0,8.0,28.0,19500.0,2020.0,5.0,20.0,13.0,122.0,27.3,1010.0,0.1,0.0,4.3,WNW,Aotizhongxin
14.0,200.0,3.0,9.0,17.0,19500.0,2020.0,5.0,20.0,14.0,127.0,28.2,1010.0,0.8,0.0,2.1,NW,Aotizhongxin
55.0,200.0,2.0,8.0,55.0,19500.0,2020.0,5.0,20.0,15.0,131.0,28.8,1010.0,0.5,0.0,4.3,WNW,Aotizhongxin
55.0,200.0,2.0,8.0,31.0,19500.0,2020.0,5.0,20.0,16.0,131.0,29.0,1010.0,-0.3,0.0,4.5,W,Aotizhongxin
21.0,200.0,3.0,13.0,47.0,19500.0,2020.0,5.0,20.0,17.0,130.0,29.0,1010.0,-1.2,0.0,2.8,NW,Aotizhongxin
16.0,200.0,2.0,20.0,59.0,19500.0,2020.0,5.0,20.0,18.0,130.0,27.6,1010.0,1.9,0.0,4.6,WSW,Aotizhongxin
19.0,300.0,2.0,35.0,84.0,19500.0,2020.0,5.0,20.0,19.0,126.0,26.4,1010.0,3.0,0.0,4.7,SW,Aotizhongxin
21.0,300.0,2.0,32.0,83.0,19500.0,2020.0,5.0,20.0,20.0,120.0,25.4,1010.0,2.7,0.0,4.4,WSW,Aotizhongxin
100.0,300.0,3.0,36.0,100.0,19500.0,2020.0,5.0,20.0,21.0,119.0,24.7,1010.0,2.8,0.0,4.5,WSW,Aotizhongxin
109.0,300.0,4.0,38.0,109.0,19500.0,2020.0,5.0,20.0,22.0,108.0,24.2,1010.0,3.5,0.0,4.8,WSW,Aotizhongxin
51.0,300.0,4.0,41.0,70.0,19500.0,2020.0,5.0,20.0,23.0,95.0,23.8,1010.0,3.1,0.0,4.3,WSW,Aotizhongxin
25.0,300.0,4.0,52.0,68.0,19500.0,2020.0,5.0,21.0,0.0,78.0,23.2,1010.0,3.7,0.0,4.7,WSW,Aotizhongxin
28.0,400.0,3.0,68.0,106.0,19500.0,2020.0,5.0,21.0,1.0,56.0,22.4,1010.0,4.0,0.0,2.8,WSW,Aotizhongxin
21.0,300.0,4.0,54.0,71.0,19500.0,2020.0,5.0,21.0,2.0,62.0,21.0,1010.0,3.7,0.0,0.9,WNW,Aotizhongxin
30.0,500.0,4.0,98.0,77.0,19500.0,2020.0,5.0,21.0,3.0,15.0,17.5,1010.0,6.4,0.0,0.8,ESE,Aotizhongxin
37.0,600.0,4.0,102.0,99.0,19500.0,2020.0,5.0,21.0,5.0,2.0,15.1,1010.0,7.6,0.0,1.2,NE,Aotizhongxin
62.0,400.0,4.0,65.0,62.0,19500.0,2020.0,5.0,21.0,6.0,34.0,16.4,1010.0,6.5,0.0,1.0,NE,Aotizhongxin
64.0,500.0,4.0,60.0,64.0,19500.0,2020.0,5.0,21.0,7.0,36.0,19.1,1010.0,5.9,0.0,1.3,NE,Aotizhongxin
65.0,500.0,5.0,57.0,65.0,19500.0,2020.0,5.0,21.0,8.0,47.0,20.9,1010.0,5.7,0.0,0.9,E,Aotizhongxin
60.0,500.0,4.0,67.0,80.0,19500.0,2020.0,5.0,21.0,9.0,46.0,22.2,1010.0,5.2,0.0,1.5,E,Aotizhongxin
29.0,500.0,5.0,70.0,60.0,19500.0,2020.0,5.0,21.0,10.0,57.0,24.0,1010.0,4.9,0.0,1.2,S,Aotizhongxin
30.0,600.0,5.0,74.0,92.0,19500.0,2020.0,5.0,21.0,11.0,68.0,25.9,1010.0,6.0,0.0,2.1,S,Aotizhongxin
44.0,600.0,6.0,67.0,94.0,19500.0,2020.0,5.0,21.0,12.0,118.0,27.5,1010.0,3.2,0.0,3.8,SW,Aotizhongxin
30.0,500.0,8.0,28.0,76.0,19500.0,2020.0,5.0,21.0,13.0,157.0,27.8,1010.0,3.5,0.0,4.9,SW,Aotizhongxin
44.0,500.0,18.0,30.0,101.0,19500.0,2020.0,5.0,21.0,14.0,154.0,27.9,1010.0,4.8,0.0,3.7,SW,Aotizhongxin
45.0,600.0,17.0,33.0,122.0,19500.0,2020.0,5.0,21.0,15.0,161.0,28.1,1010.0,6.2,0.0,5.5,WSW,Aotizhongxin
42.0,600.0,15.0,38.0,138.0,19500.0,2020.0,5.0,21.0,16.0,166.0,27.7,1000.0,6.4,0.0,5.4,WSW,Aotizhongxin
36.0,500.0,10.0,35.0,194.0,19500.0,2020.0,5.0,21.0,17.0,155.0,27.1,1000.0,6.5,0.0,6.6,WSW,Aotizhongxin
81.0,400.0,7.0,37.0,147.0,19500.0,2020.0,5.0,21.0,18.0,148.0,26.2,1000.0,7.2,0.0,6.0,WSW,Aotizhongxin
48.0,300.0,6.0,27.0,132.0,19500.0,2020.0,5.0,21.0,19.0,145.0,24.9,1000.0,6.1,0.0,5.9,WSW,Aotizhongxin
49.0,400.0,8.0,30.0,99.0,19500.0,2020.0,5.0,21.0,20.0,132.0,23.9,1000.0,6.2,0.0,5.7,SW,Aotizhongxin
27.0,500.0,12.0,36.0,106.0,19500.0,2020.0,5.0,21.0,21.0,122.0,23.0,1010.0,6.3,0.0,5.1,SW,Aotizhongxin
29.0,600.0,13.0,44.0,101.0,19500.0,2020.0,5.0,21.0,22.0,111.0,22.3,1010.0,7.3,0.0,5.3,SW,Aotizhongxin
34.0,600.0,14.0,44.0,100.0,19500.0,2020.0,5.0,21.0,23.0,105.0,21.5,1010.0,6.6,0.0,4.8,SW,Aotizhongxin
33.0,600.0,14.0,36.0,77.0,19500.0,2020.0,5.0,22.0,0.0,105.0,20.6,1010.0,6.5,0.0,4.3,SW,Aotizhongxin
